Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
18-038900,2018-08,08/19/2018 16:15,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,CLAYTON AVE / I 64 WESTBOUND,44, , , , ,876495.3,1018922
18-038908,2018-08,08/19/2018 16:15,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5600,S BROADWAY,1,CARONDOLET NEIGHBORHOOD,KNOWN PROSTITUTION AND NARCOTICS ARE,5711,BROADWAY,894061.4,993603.2
18-038898,2018-08,08/19/2018 16:25,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,E CARRIE AVE / I 70 EASTBOUND,85, , , , ,900421.5,1037939
18-039036,2018-08,08/19/2018 16:30,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,4988,MAGNOLIA AVE,13, , ,4988,MAGNOLIA,885415.1,1010630
18-038907,2018-08,08/19/2018 16:30,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1701,S KINGSHIGHWAY BLVD,12, , ,1701,KINGSHIGHWAY,886805.8,1014258
18-038905,2018-08,08/19/2018 16:45,Y, , ,1, ,182400,4,DRUGS-POSSESSION/MARIJUANA,721,N TUCKER BLVD,36, , , , ,906857.6,1019492
18-038901,2018-08,08/19/2018 16:55,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,615,S 7TH ST,35, , ,615,7TH,907106.3,1015221
18-039900,2018-08,08/19/2018 17:00,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,5363,NORTHLAND AVE,50, , ,5363,NORTHLAND,887098.2,1033795
18-038986,2018-08,08/19/2018 17:00,Y, , ,1, , 71040,6,AUTO THEFT-PERM RETNT/ATTEMPT,5596,FLOY AVE,76, , ,5596,FLOY,889879.7,1047398
18-038914,2018-08,08/19/2018 17:05,Y, , ,1, ,182999,3,DRUGS-POSSESSION/OTHR UNSPEC DRUG,3530,MIAMI ST,19, , , , ,893585.5,1004337
18-038909,2018-08,08/19/2018 17:15,Y, , ,1, , 42011,6,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,0,OFALLON PARK,85, ,@OFALLON PARK, , ,900324.4,1036832
18-038909,2018-08,08/19/2018 17:15,Y, , ,1, , 43013,6,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,0,OFALLON PARK,85, ,@OFALLON PARK, , ,900324.4,1036832
18-038909,2018-08,08/19/2018 17:15,Y, , ,1, , 43013,6,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,0,OFALLON PARK,85, ,@OFALLON PARK, , ,900324.4,1036832
18-038913,2018-08,08/19/2018 17:35,Y, , ,1, , 64601,6,"LARCENY-FROM MTR VEH $500 - $24,999",3524,N KINGSHIGHWAY BLVD,55, ,@WHITE CASTLE - N KINGSHIGHWAY, , ,891147.3,1035041
18-038943,2018-08,08/19/2018 18:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,3621,CALIFORNIA AVE,19, , ,3621,CALIFORNIA,897027.2,1003646
18-038916,2018-08,08/19/2018 18:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3326,BELL AVE,77, , ,3326,BELL,898599.1,1022527
18-039017,2018-08,08/19/2018 18:00,Y, , ,1, , 72113,4,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,4106,N 20TH ST,65, , ,4110,20TH,904436.1,1031173
18-038949,2018-08,08/19/2018 18:00,Y, , ,1, , 51222,1,BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED,3674,LIERMANN AVE,16, , ,3674,LIERMANN,892333.8,1001688
18-039572,2018-08,08/19/2018 18:00,Y, , ,1, , 51322,2,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,6227,ROSEBURY AVE,45, , ,6227,ROSEBURY,876018.6,1021104
18-038919,2018-08,08/19/2018 18:00,Y, , ,1, , 91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",8216,FREDERICK ST,74, , ,8216,FREDERICK,896324.3,1048015
18-038949,2018-08,08/19/2018 18:00, , , ,-1, , 51222,1,BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED,3674,LIERMANN AVE,16, , ,3674,LIERMANN,892333.8,1001688
18-038989,2018-08,08/19/2018 19:00,Y, , ,1, , 73413,2,AUTO THEFT-OTHR VEH/PERM RETNT/UNRECOV OVER 48,643,CONCOURSE DR,82,WORLDS FAIR PAVILION FOREST PARK, ,643,CONCOURSE,881730.2,1020674
18-038923,2018-08,08/19/2018 19:25,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,0,FYLER AVE / HAMPTON AVE,14,TILLES PARK, , , ,879701.6,1008087
18-038920,2018-08,08/19/2018 19:28,Y, , ,1, ,229999,4,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,901,WASHINGTON AVE,35, , ,901,WASHINGTON,907958,1018887
18-038929,2018-08,08/19/2018 19:30,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,2823,HAMPTON AVE,11, , ,2823,HAMPTON,880550.6,1010399
18-039132,2018-08,08/19/2018 20:00,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,344,N SARAH ST,38, , ,344,SARAH,892900,1022245
18-038932,2018-08,08/19/2018 20:00,Y, , ,1, , 64601,6,"LARCENY-FROM MTR VEH $500 - $24,999",6120,EMMA AVE,76, , ,6120,EMMA,889593,1046244
18-039008,2018-08,08/19/2018 20:00,Y, , ,1, , 64711,2,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,4256,WYOMING ST,15, , ,4256,WYOMING,888650.5,1007547
18-039043,2018-08,08/19/2018 20:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,2707,RAUSCHENBACH AVE,60, , ,2707,RAUSCHENBACH,904418.8,1025992
18-038984,2018-08,08/19/2018 20:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1718,SIMPSON PL,32, , ,1718,SIMPSON,900871.3,1012382
18-039014,2018-08,08/19/2018 20:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,5444,N EUCLID AVE,71, , ,5444,EUCLID,895647.9,1039595
18-038988,2018-08,08/19/2018 20:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3116,GEYER AVE,26, , ,3116,GEYER,897027.8,1012493
18-038928,2018-08,08/19/2018 20:04,Y, , ,1, ,182400,3,DRUGS-POSSESSION/MARIJUANA,3100,CHEROKEE ST,19, , ,3100,COMPTON,895994.4,1005310
18-038936,2018-08,08/19/2018 20:11,Y, , ,1, , 66601,3,"LARCENY-BICYCLES $500 - $24,999",2122,CHIPPEWA ST,18, , ,2122,CHIPPEWA,898968.3,1002171
18-039504,2018-08,08/19/2018 20:30,Y, , ,1, , 52312,5,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,4501,MARYLAND AVE,38,CORK N SLICE, ,4501,MARYLAND,889356.2,1023554
18-038942,2018-08,08/19/2018 20:30,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,4489,FOREST PARK AVE,38, , ,4489,FOREST PARK,889164.2,1021486
18-039067,2018-08,08/19/2018 20:30,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,605,N 2ND ST,35, , ,707,2ND,910145.3,1018391
18-038933,2018-08,08/19/2018 20:42,Y, , ,1, , 52212,5,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,3501,N KINGSHIGHWAY BLVD,52,FAMILY DOLLAR, ,3501,KINGSHIGHWAY,890735,1035001
18-038958,2018-08,08/19/2018 21:00,Y, , ,1, , 72113,4,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,3737,COOK AVE,77, , ,3737,COOK,896775.8,1024479
18-039275,2018-08,08/19/2018 21:00,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,8505,RIVERVIEW BLVD,73, , ,8505,RIVERVIEW,893220.5,1048458
18-038935,2018-08,08/19/2018 21:05,Y, , ,1, , 31111,3,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3736,SALENA ST,18,NA,STREET,3736,SALENA,899944.5,1002357
18-038938,2018-08,08/19/2018 21:28,Y, , ,1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1407,SEMPLE AVE,78, , , , ,884881.9,1031273
18-039011,2018-08,08/19/2018 21:30,Y, , ,1, , 64711,5,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,5315,SAVOY CT,49, , ,5315,SAVOY,884788.3,1026918
18-038944,2018-08,08/19/2018 21:45,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,2110,CHOUTEAU AVE,32, , ,2110,CHOUTEAU,901934.2,1015000
18-038948,2018-08,08/19/2018 21:56,Y, , ,1, , 83000,5,ARSON-KNOWINGLY BURNING/SUCCESS,3329,SEMPLE AVE,50, ,REAR PARKING PAD IN THE ALLEY,3329,SEMPLE,887532.5,1036309
18-038934,2018-08,08/19/2018 21:57,Y, , ,1, , 63701,3,LARCENY-SHOPLIFT UNDER $500,3430,S GRAND BLVD,25, ,@SCHNUCKS- S GRAND AND GRAVOIS,3430,GRAND,893788.8,1005469
18-039003,2018-08,08/19/2018 22:00,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",5340,DELMAR BLVD,47, , ,5340,DELMAR,884416.3,1026560
18-039097,2018-08,08/19/2018 22:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5968,HAMILTON TER,78, , ,5968,HAMILTON,881193,1032754
18-038940,2018-08,08/19/2018 22:15,Y, , ,1, ,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,1200,N BROADWAY,62, , , , ,909780.6,1020447
18-038962,2018-08,08/19/2018 22:25,Y, , ,1, ,142310,6,DESTRUCTION OF PROPERTY-MALICIOUS/PUBLIC PROP,7600,HALL ST,79,HOUSING UNIT 1,@WORKHOUSE,7600,HALL,899461.2,1045874
18-038945,2018-08,08/19/2018 22:40,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,CARTER AVE / PRAIRIE AVE,67, , , , ,901391.7,1032918
18-038947,2018-08,08/19/2018 22:55,Y, , ,1, ,152200,3,WEAPONS-CITY VIOL/DISCHRGING IN CITY,0,S 14TH ST / MORRISON LN,33, , , , ,904428.1,1013525
18-038946,2018-08,08/19/2018 22:58,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,N 2ND ST / ANGELRODT ST,64,THOMAS & PROTEZ LUMBER COMPANY, , , ,907978.4,1029232
18-039074,2018-08,08/19/2018 23:00,Y, , ,1, , 69602,1,"LARCENY-ALL OTHER $500 - $24,999",5068,CHIPPEWA ST,7, , ,5068,CHIPPEWA,883354.9,1004294
18-038956,2018-08,08/19/2018 23:00,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1520,WASHINGTON AVE,36,ELI WALKER LOFTS,APT 306,1520,WASHINGTON,905250.6,1019322
18-038960,2018-08,08/19/2018 23:28,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3419,FRANKLIN AVE,77, , ,3421,FRANKLIN,898130.1,1022296
18-038954,2018-08,08/19/2018 23:51,Y, , ,1, ,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,1300,N 14TH ST,61, ,14TH STREET & BIDDLE, , ,906725.1,1021711
18-038951,2018-08,08/20/2018 00:07,Y, , ,1, , 31421,5,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,212,N KINGSHIGHWAY BLVD,38, ,@HOTEL- CHASE PARK PLAZA,212,KINGSHIGHWAY,887710.9,1023513
18-038950,2018-08,08/20/2018 00:12,Y, , ,1, ,263299,2,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,S KINGSHIGHWAY BLVD / OLEATHA,15, , , , ,885652.7,1005858
18-038953,2018-08,08/20/2018 00:15,Y, , ,1, , 31111,1,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,4140,MERAMEC ST,5,GRAVOIS CAR WASH, , , ,888782.6,1003238
18-038966,2018-08,08/20/2018 00:25,Y, , ,1, , 32111,5,ROBBERY-RESIDENCE/FIREARM USED/SUCCESSFUL,1921,CORA AVE,56, , , , ,891610.8,1030165
18-038959,2018-08,08/20/2018 00:30,Y, , ,1, , 51211,3,BURGLARY-RESIDENCE/NIT/FORCE ENT/OCCUPIED,4102,CALIFORNIA AVE,16, , ,4102,CALIFORNIA,896726.9,1000548
18-038955,2018-08,08/20/2018 00:38,Y, , ,1, ,241100,3,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,2723,OSAGE ST,16, , ,2723,OSAGE,897172.5,1001302
18-038961,2018-08,08/20/2018 00:55,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3529,MIAMI ST,19, , ,3529,MIAMI,893613.9,1004531
18-038993,2018-08,08/20/2018 01:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,0,QUINCY ST / RAY AVE,4, , , , ,884400.5,994306.9
18-038979,2018-08,08/20/2018 01:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5344,BARTMER AVE,48, , ,5344,BARTMER,884771.8,1029411
18-038963,2018-08,08/20/2018 01:40,Y, , ,1, ,151110,3,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,3700,S BROADWAY,18, ,2ND FL,3700,BROADWAY,898983.9,1002912
18-038965,2018-08,08/20/2018 01:45,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4244,COLLEGE AVE,67, ,IN FRONT OF THE RESIDENCE IN THE STR, , ,900535.2,1033168
18-038967,2018-08,08/20/2018 02:50,Y, , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",3933,HUMPHREY ST,15, , ,3900,HUMPHREY,891228.4,1007105
18-038971,2018-08,08/20/2018 03:00,Y, , ,1, , 31421,4,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,610,N 7TH ST,35, , ,610,7TH,908628.7,1018533
18-038970,2018-08,08/20/2018 03:05,Y, , ,1, , 91113,1,SIMPLE ASSAULT-ADULT/NO INJURY,4140,GRAVOIS AVE,16, , ,4140,GRAVOIS,889688.7,1003320
18-038969,2018-08,08/20/2018 03:10,Y, , ,1, , 41013,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,5831,SELBER CT,50, ,APT 1B,5831,SELBER,885084.8,1037933
18-038974,2018-08,08/20/2018 04:40,Y, , ,1, , 71040,3,AUTO THEFT-PERM RETNT/ATTEMPT,1401,PARK AVE,33, ,REAR PARKING PAD,1401,PARK,904053.8,1013944
18-038975,2018-08,08/20/2018 05:38,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,N BROADWAY / GIMBLIN RD,74, , , , ,897283.9,1049267
18-039071,2018-08,08/20/2018 05:50,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,1420,E OBEAR AVE,66, , ,1420,OBEAR,904219.6,1034073
18-039039,2018-08,08/20/2018 06:00,Y, , ,1, , 21000,1,RAPE -- FORCIBLE,4600,TENNESSEE AVE,16, , ,3900,BROADWAY,0,0
18-039046,2018-08,08/20/2018 07:00,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",3645,COOK AVE,77, , ,3645,COOK,897531.1,1024075
18-038981,2018-08,08/20/2018 07:15,Y, , ,1, , 72113,5,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,1613,UNION BLVD,50, , ,1613,UNION,886706.6,1031909
18-039061,2018-08,08/20/2018 07:30,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,3150,S GRAND BLVD,25, , , , ,893905,1007810
18-039166,2018-08,08/20/2018 07:30,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,3812,BLAINE AVE,29, , ,3812,BLAINE,893733.8,1014357
18-038997,2018-08,08/20/2018 07:50,Y, , ,1, ,241100,5,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,4949,BARNES JEWISH HOSPITAL PLZ,38, ,@HOSPITAL - BARNES JEWISH,410,EUCLID,887396.8,1020150
18-039246,2018-08,08/20/2018 08:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4646,MARGARETTA AVE,69, , ,4646,MARGARETTA,894021.9,1034581
18-039269,2018-08,08/20/2018 08:00,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,2925,UNION BLVD,50, , ,2925,UNION,888272.6,1034764
18-039457,2018-08,08/20/2018 08:00,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,918,UNION BLVD,51,SOLDAN HIGH SCHOOL, ,918,UNION,885248.8,1027486
18-039153,2018-08,08/20/2018 08:10,Y, , ,1, , 51322,4,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,1209,N 7TH ST,62, , ,1209,7TH,909067,1020843
18-039004,2018-08,08/20/2018 08:12,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,5901,ST LOUIS AVE,50,MARR RECYCLING, , , ,883877.3,1037263
18-039141,2018-08,08/20/2018 08:30,Y, , ,1, , 51322,6,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,5378,N KINGSHIGHWAY BLVD,71, , ,5378,KINGSHIGHWAY,894725.1,1040050
18-039092,2018-08,08/20/2018 08:30,Y, , ,1, , 51112,4,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,2725,HADLEY ST,63, , ,2725,HADLEY,907141.3,1026309
18-039010,2018-08,08/20/2018 08:40,Y, , ,1, , 44015,1,ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC,104,COURTOIS ST,2,APARTMENT,APARTMENT,104,COURTOIS,888998.6,987731.4
18-039654,2018-08,08/20/2018 08:45,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,7026,NASHVILLE AVE,44, , ,7026,NASHVILLE,875025.7,1017413
18-039021,2018-08,08/20/2018 09:00,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,2400,BACON ST,59, , ,2709,LOCUST,899470.1,1025940
18-039012,2018-08,08/20/2018 09:30,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,5974,THEODORE AVE,76, , ,5974,THEODORE,889344,1044831
18-039614,2018-08,08/20/2018 10:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,3311,POTOMAC ST,30, , ,3311,POTOMAC,894820.3,1005051
18-039634,2018-08,08/20/2018 10:20,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5055,ARSENAL ST,13,SCHNUCKS, ,5055,ARSENAL,884765.6,1009623
18-039028,2018-08,08/20/2018 10:20,Y, , ,1, , 31111,5,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,0,HIGHLAND AVE / N KINGSHIGHWAY,55, , ,2415,KINGSHIGHWAY,889376.6,1032212
18-039022,2018-08,08/20/2018 10:20,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,5055,ARSENAL ST,13, ,@SCHNUCKS - ARSENAL,2933,KINGSHIGHWAY,884765.6,1009623
18-039025,2018-08,08/20/2018 10:26,Y, , ,1, ,130000,4,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",3740,N MARKET ST,59, , , , ,898569,1026382
18-039033,2018-08,08/20/2018 10:50,Y, , ,1, , 63701,6,LARCENY-SHOPLIFT UNDER $500,5000,UNION BLVD,71, , ,5000,UNION,892272.6,1040231
18-039032,2018-08,08/20/2018 10:57,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4200,HYDRAULIC AVE,16, , ,4200,HYDRAULIC,891385.9,1001548
18-039125,2018-08,08/20/2018 11:30,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",0,N 7TH ST / PINE ST,35, , , , ,908335.3,1017522
18-039040,2018-08,08/20/2018 11:30,Y, , ,1, , 67701,1,LARCENY-FROM BUILDING UNDER $500,7501,S BROADWAY,2,BEL AIR PAWN, ,7501,BROADWAY,889499.6,988492.9
18-039034,2018-08,08/20/2018 11:30,Y, , ,1, , 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",5508,DR MARTIN LUTHER KING DR,78, , ,5508,DR MARTIN LUTHER KING,885010.5,1032211
18-039059,2018-08,08/20/2018 11:45,Y, , ,1, , 42016,5,ASSLT-AGGRV-KNIFE/CUT-3RD-ADULT-DOMESTIC,4055,LACLEDE AVE,38, ,APT 221,4055,LACLEDE,892778,1021017
18-039078,2018-08,08/20/2018 11:45,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,0,ARCO AVE / TOWER GROVE AVE,39, , , , ,889714.9,1017463
18-039878,2018-08,08/20/2018 12:00,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,4171,LINDELL BLVD,38,SCHNUCKS,@SCHNUCKS - SARAH AND LINDELL, , ,892104.8,1022153
18-039042,2018-08,08/20/2018 12:00,Y, , ,1, , 67701,6,LARCENY-FROM BUILDING UNDER $500,3720,N KINGSHIGHWAY BLVD,69, ,@ WALGREENS,3720,KINGSHIGHWAY,891316,1035410
18-039060,2018-08,08/20/2018 12:01,Y, , ,1, ,242000,5,DISORDERLY CONDUCT-HARRASSMENT (IF NO THREAT I,1221,BLACKSTONE AVE,48, , ,1221,BLACKSTONE,882368.3,1031121
18-039055,2018-08,08/20/2018 12:15,Y, , ,1, , 63701,6,LARCENY-SHOPLIFT UNDER $500,8971,HALLS FERRY RD,74,FAMILY DOLLAR, ,8971,HALLS FERRY,894664.5,1051378
18-039065,2018-08,08/20/2018 12:35,Y, , ,1, , 41014,3,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,1427,HICKORY LN,33, , ,1427,HICKORY,904245.2,1013903
18-039057,2018-08,08/20/2018 12:45,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,4475,MORGANFORD RD,5, , , , ,887328.6,1002609
18-039048,2018-08,08/20/2018 12:53,Y, , ,1, ,263299,1,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,ARENDES DR / BATES ST,3, , , , ,889151.1,996855.1
18-040872,2018-08,08/20/2018 13:00,Y, , ,1, , 72113,5,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,5446,WELLS AVE,78, , , , ,884989.1,1031666
18-039112,2018-08,08/20/2018 13:00,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",0,BIDDLE ST / N LEONOR K SULLIVA,64, , , , ,911184.4,1020319
18-039081,2018-08,08/20/2018 13:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3728,MARKET ST,37,GOODWILL, ,3728,MARKET,894650.9,1018863
18-039203,2018-08,08/20/2018 13:00,Y, , ,1, , 63701,1,LARCENY-SHOPLIFT UNDER $500,6411,GRAVOIS AVE,6,WALGREENS - GRAVOIS AND HOLLY HILLS, ,6411,GRAVOIS,882783.4,997934.3
18-039051,2018-08,08/20/2018 13:03,Y, , ,1, ,178200,3,SEX OFFNS-EXPOSURE/EXPOSING PERSON,1400,LASALLE LN,33, ,REAR, , ,0,0
18-039068,2018-08,08/20/2018 13:04,Y, , ,1, , 31112,3,ROBBERY-HIGHWAY     /FIREARM USED/ATTEMPT,3501,KEOKUK ST,16, , ,3924,IOWA,893677.9,1002524
18-039063,2018-08,08/20/2018 13:15,Y, , ,1, , 92000,5,SIMPLE ASSAULT-HARRASSMENT,5904,ENRIGHT AVE,48, ,APT 401,5904,ENRIGHT,879968.7,1027573
18-039496,2018-08,08/20/2018 14:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3026,LACLEDE AVE,37, , ,3026,LACLEDE,898759.6,1019061
18-039077,2018-08,08/20/2018 14:01,Y, , ,1, , 43013,2,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,4981,ARSENAL ST,13, , ,4985,ARSENAL,885324.4,1009444
18-039070,2018-08,08/20/2018 14:02,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,4271,BATES ST,5, , ,4271,BATES,886349.9,998765.6
18-039072,2018-08,08/20/2018 14:05,Y, , ,1, ,182130,3,DRUGS-POSSESSION/HEROIN,1500,PARK AVE,33, , , , ,903776.8,1013299
18-040888,2018-08,08/20/2018 14:09,Y, , ,1, ,264100,3,HEALTH-SANITATION VIOL,2925,MISSOURI AVE,22, , ,2925,MISSOURI,899635.7,1007315
18-039073,2018-08,08/20/2018 14:19,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,FINE ARTS DR / GOVERNMENT DR,82, , , , ,880203.1,1020936
18-039198,2018-08,08/20/2018 14:30,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,2925,UNION BLVD,50, , ,5317,ST LOUIS,888272.6,1034764
18-039994,2018-08,08/20/2018 14:30,Y, , ,1, , 64701,5,LARCENY-FROM MTR VEH UNDER $500,5588,DR MARTIN LUTHER KING DR,78,MOBIL GAS STATION, , , ,884276.6,1032771
18-039088,2018-08,08/20/2018 14:36,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,3710,N 14TH ST,65, , , , ,906230.3,1029974
18-039084,2018-08,08/20/2018 14:56,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,5249,MAFFITT AVE,52, , ,5249,MAFFITT,888233.9,1033753
18-039506,2018-08,08/20/2018 15:00,Y, , ,1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",3451,IOWA AVE,19, , ,3451,IOWA,897516.8,1004596
18-039139,2018-08,08/20/2018 15:00,Y, , ,1, , 91113,6,SIMPLE ASSAULT-ADULT/NO INJURY,7600,HALL ST,79,ST LOUIS CORRECTIONS DIVISION, ,7600,HALL,899461.2,1045874
18-039222,2018-08,08/20/2018 15:00,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1124,S 11TH ST,34, , ,1124,11TH,905505.1,1013933
18-039192,2018-08,08/20/2018 15:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,9146,LONGRIDGE DR,74, , ,9146,LONGRIDGE,895004.1,1052475
18-039287,2018-08,08/20/2018 15:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,N 19TH ST / E GRAND BLVD,66, , , , ,903699,1033308
